| STT | Tiếng Trung | Pinyin | Nghĩa Tiếng Việt |
| 4416 | 想像 | xiăngxiàng | tưởng tượng |
| 4417 | 享有 | xiăngyǒu | được hưởng (quyền lợi, danh dự, uy quyền...) |
| 4418 | 巷子 | xiàngzi | hẻm, con ngõ |
| 4419 | 鮮花 | xiānhuā | hoa tươi |
| 4420 | 先進 | xiānjìn | tiên tiến |
| 4421 | 羨慕 | xiànmù | ước ao; thèm muốn; hâm mộ |
| 4422 | 鮮奶 | xiānnăi | Sữa tươi |
| 4423 | 顯然 | xiănrán | hiển nhiên; rõ ràng; dễ nhận thấy |
| 4424 | 現實 | xiànshí | hiện thực; thực tại |
| 4425 | 鮮血 | xiānxiě | máu tươi; máu đào |
| 4426 | 顯著 | xiănzhù | rõ rệt; nổi bật; lồ lộ |
| 4427 | 消 | xiāo | Tiêu: biến mất; tiêu tan |
| 4428 | 小便 | xiăobiàn | Tiểu tiện, đi tiểu |
| 4429 | 校車 | xiàochē | Xe buýt đưa đón của trường |
| 4430 | 小吃 | xiăochī | món ăn bình dân; món ăn rẻ tiền |
| 4431 | 曉得 | xiăode | biết; hiểu |
| 4432 | 小費 | xiăofèi | tiền boa; tiền trà nước; tiền típ |
| 4433 | 消費者 | xiāofèizhě | Khách hàng |
| 4434 | 效果 | xiàoguǒ | Hiệu quả |
| 4435 | 消化 | xiāohuà | tiêu hóa |
| 4436 | 效率 | xiàolǜ | hiệu xuất |
| 4437 | 銷路 | xiāolù | nguồn tiêu thụ |
| 4438 | 消滅 | xiāomiè | tiêu diệt; diệt vong |
| 4439 | 小氣 | xiăoqì | keo kiệt; bủn xỉn |
| 4440 | 笑容 | xiàoróng | dáng tươi cười |
| 4441 | 消失 | xiāoshī | tan biến; dần dần mất hẳn |
| 4442 | 孝順 | xiàoshùn | Hiếu thuận |
| 4443 | 消/宵夜 | xiāoyè | bữa ăn đêm; bữa ăn khuya |
| 4444 | 校友 | xiàoyǒu | đồng học; bạn cùng trường; bạn học, học sinh cũ |
| 4445 | 校園 | xiàoyuán | vườn trường, sân trường |
| 4446 | 小子 | xiăozi | tiểu tử |
| 4447 | 小組 | xiăozŭ | tiểu đội |
| 4448 | 下棋 | xiàqí | Hạ kỳ, chơi cờ; đánh cờ |
| 4449 | 下午茶 | xiàwŭchá | trà chiều |
| 4450 | 嚇一跳 | xiàyítiào | giật mình |
| 4451 | 下游 | xiàyóu | hạ du; hạ lưu |
| 4452 | 細胞 | xìbāo | tế bào |
| 4453 | 西北 | xīběi | tây bắc |
| 4454 | 西部 | xībù | tây bộ |
| 4455 | 吸毒 | xīdú | hút (chích) ma tuý |
| 4456 | 斜 | xié | nghiêng |
| 4457 | 血 | xiě | Huyết: máu; huyết。 |
| 4458 | 血管 | xiěguăn | đường máu, mạch máu |
| 4459 | 血液 | xiěyè | máu; huyết。 |
| 4460 | 協助 | xiézhù | hỗ trợ |
| 4461 | 西方 | xīfāng | tây phương |
| 4462 | 媳婦 | xífù | con dâu; nàng dâu |
| 4463 | 細節 | xìjié | tiểu tiết' |
| 4464 | 喜酒 | xǐjiŭ | rượu cưới; tiệc cưới |
| 4465 | 戲劇 | xìjù | hí kịch; kịch; tuồng |
| 4466 | 細菌 | xìjùn | vi khuẩn; vi trùng |
| 4467 | 系列 | xìliè | dẫy; (hàng) loạt; hàng loạt |
| 4468 | 西南 | xīnán | Tây nam |
| 4469 | 心得 | xīndé | tâm đức |
| 4470 | 性別 | xìngbié | giới tính |
| 4471 | 形成 | xíngchéng | hình thành。 |
| 4472 | 行程 | xíngchéng | Hành trình |
| 4473 | 行動 | xíngdòng | hành động |
| 4474 | 興奮 | xīngfèn | phấn khởi; hăng hái |
| 4475 | 星光 | xīngguāng | tinh quang, ánh sao |
| 4476 | 幸好 | xìnghăo | may mắn; may mà |
| 4477 | 幸虧 | xìngkuī | may mà; may mắn |
| 4478 | 醒來 | xǐnglái | thức dậy |
| 4479 | 行人 | xíngrén | người bộ hành |
| 4480 | 形容 | xíngróng | hình dung |
| 4481 | 形式 | xíngshì | hình thức |
| 4482 | 形狀 | xìngzhuàng | hình dạng; hình dáng |
| 4483 | 信號 | xìnhào | tín hiệu。 |
| 4484 | 新郎 | xīnláng | chú rể; tân lang |
| 4485 | 心目中 | xīnmùzhōng | trong tâm trí |
| 4486 | 新娘 | xīnniáng | tân nương, cô dâu |
| 4487 | 信任 | xìnrèn | tín nhiệm, tin tưởng |
| 4488 | 新生 | xīnshēng | mới ra đời; mới xuất hiện; học sinh mới |
| 4489 | 新式 | xīnshì | kiểu mới; mốt mới; lối mới |
| 4490 | 心跳 | xīntiào | tim đập (nhanh); tim dập dồn |
| 4491 | 信仰 | xìnyăng | tín ngưỡng; tin tưởng và ngưỡng mộ |
| 4492 | 心意 | xīnyì | tâm ý |
| 4493 | 信用 | xìnyòng | tin dùng; chữ tín; tin dùng, có tín nhiệm |
| 4494 | 兇 | xiōng | Hung: hung ác, không may |
| 4495 | 熊貓 | xióngmao | gấu trúc |
| 4496 | 雄偉 | xióngwěi | hùng vĩ |
| 4497 | 吸取 | xīqŭ | rút ra; thu lượm; hấp thụ; hút (mật) |
| 4498 | 吸食 | xīshí | hút; húp (bằng miệng)。 |
| 4499 | 吸收 | xīshōu | hấp thu; thấm hút; thu hút; thu nhận |
| 4500 | 修改 | xiūgăi | sửa chữa |
| 4501 | 休假 | xiūjià | nghỉ phép |
| 4502 | 修正 | xiūzhèng | đính chính, sửa đổi |
| 4503 | 細小 | xìxiăo | nhỏ; nhỏ bé; lắt nhắt; mén。 |
| 4504 | 吸煙 | xīyān | hút thuốc |
| 4505 | 洗衣粉 | xǐyīfěn | bột giặt |
| 4506 | 西裝 | xīzhuāng | âu phục; quần áo tây |
| 4507 | 許 | xŭ | Hứa, họ hứa: tán dương; ca ngợi; thừa nhận (ưu điểm) |
| 4508 | 需 | xū | nhu cầu; cần |
| 4509 | 懸 | xuán | giơ lên; nâng cao; nhấc cao |
| 4510 | 宣布 | xuānbù | tuyên bố |
| 4511 | 選手 | xuănshǒu | tuyển thủ |
| 4512 | 雪花 | xuéhuā | hoa tuyết; bông tuyết |
| 4513 | 削減 | xuèjiăn | cắt giảm |
| 4514 | 學術 | xuéshù | học thuật |
| 4515 | 學位 | xuéwèi | học vị |
| 4516 | 學問 | xuéwèn | học vấn, học thức |
| 4517 | 學業 | xuéyè | bài vở và bài tập |
| 4518 | 學者 | xuézhě | học giả |
| 4519 | 迅速 | xùnsù | cấp tốc; nhanh chóng |
| 4520 | 尋找 | xúnzhăo | tìm, tìm kiếm |
| 4521 | 需求 | xūqiú | nhu cầu |
| 4522 | 許願 | xŭyuàn | cầu nguyện |
| 4523 | 須知 | xūzhī | cần biết; điều cần biết |
| 4524 | 壓 | yā | Áp: ép; đè |
| 4525 | 鴨（子） | yā(zi) | con vịt |
| 4526 | 牙膏 | yágāo | kem đánh răng |
| 4527 | 押金 | yājīn | tiền thế chấp |
| 4528 | 沿 | yán | xuôi theo; men theo, viền, mép |
| 4529 | 嚴 | yán | Nghiêm: họ nghiêm: nghiêm khắc; nghiêm trang |
| 4530 | 演 | yăn | Diễn: diễn biến; biến hoá; thay đổi |
| 4531 | 煙 | yān | Khói, như khói; hơi。 |
| 4532 | 鹽巴 | yánbā | muối ăn |
| 4533 | 演唱 | yănchàng | biểu diễn |
| 4534 | 演出 | yănchū | Diễn xuất |
| 4535 | 癢 | yăng | ngứa |
| 4536 | 嚴格 | yángé | nghiêm ngặt;nghiêm khắc; chặt chẽ |
| 4537 | 氧氣 | yăngqì | khí ô-xy |
| 4538 | 陽傘 | yángsăn | cây dù; cái ô |
| 4539 | 宴會 | yànhuì | yến hội; tiệc rượu; tiệc; đám tiệc |
| 4540 | 煙火 | yānhuǒ | khói và lửa; pháo hoa |
| 4541 | 演講 | yănjiăng | diễn thuyết |
| 4542 | 眼淚 | yănlèi | nước mắt |
| 4543 | 眼前 | yănqián | trước mắt; trước mặt。 |
| 4544 | 演員 | yănyuán | Diễn viên |
| 4545 | 咬 | yăo | cắn; sủa (chó) |
| 4546 | 腰 | yāo | lưng; eo; họ Yêu |
| 4547 | 喲 | yāo | ô; ơ (tỏ ý kinh ngạc, mang ngữ khí vui đùa.) |
| 4548 | 搖擺 | yáobăi | đong đưa; đưa đi đưa lại; lúc lắc; lắc lư |
| 4549 | 要不 | yàobù | hoặc là |
| 4550 | 要不然 | yàobùrán | nếu không thì |
| 4551 | 要不是 | yàobúshì | Nếu không |
| 4552 | 藥方 | yàofāng | phương thuốc; đơn thuốc |
| 4553 | 要命 | yàomìng | chết người; mất mạng; nguy hiểm |
| 4554 | 藥水 | yàoshuǐ | thuốc nước |
| 4555 | 搖頭 | yáotóu | Lắc đầu |
| 4556 | 藥物 | yàowù | thuốc; các vị thuốc |
| 4557 | 壓迫 | yāpò | áp bức; đè lên |
| 4558 | 野 | yě | Dã, hoang dã; ngoài đồng |
| 4559 | 野餐 | yěcān | ăn cơm dã ngoại |
| 4560 | 也好 | yěhăo | cũng tốt, đồng ý |
| 4561 | 夜市 | yèshì | chợ đêm |
| 4562 | 野獸 | yěshòu | dã thú; muông thú |
| 4563 | 夜晚 | yèwăn | buổi tối; ban đêm |
| 4564 | 野心 | yěxīn | Dã tâm |
| 4565 | 業餘 | yèyú | Nghiệp dư; ko chuyên |
| 4566 | 葉子 | yèzi | Lá cây |
| 4567 | 移 | yí | Di: di chuyển; di động |
| 4568 | 億 | yì | Ức: một trăm triệu; |
| 4569 | 易 | yì | Dị: Dịch, họ dịch: dễ dàng, thay đổi, biến đổi |
| 4570 | 乙 | yǐ | Ất: họ Ất; ất (ngôi thứ hai trong Thiên Can) |
| 4571 | 已 | yǐ | Dĩ: dừng lại; ngừng; dứt; đã |
| 4572 | 醫 | yī | Y: bác sĩ; thầy thuốc; chữa bệnh |
| 4573 | 一般 | yìbān | thông thường; phổ biến; một loại; một thứ |
| 4574 | 一般而言 | yìbānéryán | Nói chung, |
| 4575 | 一般來說 | yìbānláishuo | thường nói, người ta thường nói |
| 4576 | 以便 | yǐbiàn | để; nhằm; ngõ hầu |
| 4577 | 一帶 | yídài | vùng; khu vực |
| 4578 | 一大早 | yídàzăo | vào buổi sáng sớm |
| 4579 | 一方面 | yìfāngmiàn | một phương diện, một mặt |
| 4580 | 衣櫃 | yíguì | Tủ quần áo |
| 4581 | 議會 | yìhuì | nghị viện; quốc hội |
| 4582 | 依據 | yījù | căn cứ; theo; dựa vào |
| 4583 | 依靠 | yīkào | nhờ; dựa vào |
| 4584 | 一口氣 | yìkǒuqì | một mạch; một hơi; một chút sức lực |
| 4585 | 以來 | yǐlái | đến nay, trước nay |
| 4586 | 一連 | yìlián | liên tiếp, không ngừng |
| 4587 | 一面 | yímiàn | nhất diện, một mặt |
| 4588 | 以免 | yǐmiăn | để tránh khỏi, để khỏi phải |
| 4589 | 移民 | yímín | di dân; dân di cư |
| 4590 | 銀 | yín | ngân: tiền bạc, họ ngân |
| 4591 | 印 | yìn | Ấn: họ ấn, con dấu, ấn tín' |
| 4592 | 飲 | yǐn | ẨM: uống, đồ uống, nuốt; ôm |
| 4593 | 因此 | yīncǐ | bởi vì; do đó; vì vậy |
| 4594 | 以內 | yǐnèi | trong vòng; nội; trong khoảng |
| 4595 | 引發 | yǐnfā | gợi ra; khơi ra; khiến cho |
| 4596 | 影子 | yìng | bóng; dáng; bóng dáng; ấn tượng |
| 4597 | 影本 | yǐngběn | bản ảnh, bản chụp |
| 4598 | 應當 | yìngdāng | nên; cần phải |
| 4599 | 贏得 | yíngdé | được; giành được。 |
| 4600 | 迎接 | yíngjiē | nghênh đón; nghênh tiếp; đón chào; đón tiếp |
| 4601 | 英俊 | yīngjùn | anh tuấn, đẹp trai |
| 4602 | 影片 | yǐngpiàn | phim, phim nhựa |
| 4603 | 應邀 | yìngyāo | nhận lời mời |
| 4604 | 營業 | yíngyè | doanh nghiệp; kinh doanh |
| 4605 | 影印 | yǐngyìn | sao chụp; in chụp; photocopy |
| 4606 | 應用 | yìngyòng | ứng dụng |
| 4607 | 影 | yǐng | Ảnh: bóng; bóng dáng; dáng; tấm ảnh |
| 4608 | 印刷 | yìnshuā | in ấn; ấn loát |
| 4609 | 音響 | yīnxiăng | âm hưởng; âm thanh; giọng |
| 4610 | 印章 | yìnzhāng | con dấu |
| 4611 | 一旁 | yìpáng | bên cạnh |
| 4612 | 儀器 | yíqì | máy móc; dụng cụ thí nghiệm khoa học; thiết bị |
| 4613 | 一齊 | yīqí | đồng thời; nhất tề; đồng loạt |
| 4614 | 依然 | yīrán | như cũ; như xưa; y nguyên |
| 4615 | 衣裳 | yīshang | quần áo; áo quần |
| 4616 | 以上 | yǐshàng | trở lên; lên; ở trên |
| 4617 | 一生 | yīshēng | suốt đời; cả đời; trọn đời |
| 4618 | 儀式 | yíshì | nghi thức; nghi lễ; lễ |
| 4619 | 一時 | yīshí | một thời; một lúc; tạm thời; nhất thời |
| 4620 | 醫師 | yīshī | Y Sư; bác sỹ, thầy thuốc |
| 4621 | 一天到晚 | yìtiāndàowăn | suốt cả ngày |
| 4622 | 一同 | yìtóng | cùng; chung |
| 4623 | 意外 | yìwài | bất ngờ; không ngờ。 |
| 4624 | 以外 | yǐwài | ngoài ra; ngoài đó; ngoài |
| 4625 | 以往 | yǐwăng | Dĩ vãng: ngày xưa; ngày trước; trước kia; đã qua |
| 4626 | 疑問 | yíwèn | nghi vấn |
| 4627 | 義務 | yìwù | nghĩa vụ |
| 4628 | 以下 | yǐxià | dưới; trở xuống |
| 4629 | 一向 | yíxiàng | gần đây; thời gian qua |
| 4630 | 意義 | yìyì | ý nghĩa |
| 4631 | 一再 | yízài | nhiều lần; năm lần bảy lượt |
| 4632 | 一陣(子) | yízhènzi | một trận; một hồi |
| 4633 | 一致 | yízhì | nhất trí; không chia rẽ |
| 4634 | 意志 | yìzhì | ý trí |
| 4635 | 擁抱 | yōngbào | ôm; ôm chằm; ôm nhau |
| 4636 | 用不著 | yòngbùzhá | dũng không nổi, không cần |
| 4637 | 用處 | yòngchù | tác dụng; dùng; công dụng; phạm vi sử dụng |
| 4638 | 用得著 | yòngdezhá | dùng được nó, cần nó' |
| 4639 | 用法 | yòngfă | cách dùng; phương pháp sử dụng |
| 4640 | 擁護 | yǒnghù | ủng hộ; tán thành |
| 4641 | 擁擠 | yōngjǐ | chen; chen chúc; chật chội; chật ních; đông nghịt |
| 4642 | 用具 | yòngjù | dụng cụ; đồ dùng |
| 4643 | 用力 | yònglì | cố sức; gắng sức; dùng sức |
| 4644 | 用品 | yòngpǐn | đồ dùng; vật dụng |
| 4645 | 用心 | yòngxīn | Dụng tâm: chăm chỉ; để tâm; ý định; mưu đồ |
| 4646 | 由 | yóu | Do, họ Do: nguyên do; căn cứ vào; bởi; từ |
| 4647 | 游 | yóu | Du, họ Du: bơi; bơi lội; đi chơi; dạo chơi |
| 4648 | 郵差 | yóuchāi | người đưa thư; người phát thư; bưu tá |
| 4649 | 有關 | yǒuguān | hữu quan; có quan hệ; có liên quan |
| 4650 | 友好 | yǒuhăo | Hữu hảo: bạn thân; bạn tốt; bạn bè |
| 4651 | 遊客 | yóukè | du khách; người đi du lịch |
| 4652 | 有力 | yǒulì | hữu lực: có sức lực, mạnh mẻ |
| 4653 | 有利 | yǒulì | hữu lợi: có lợi, thuận lợi |
| 4654 | 優良 | yōuliáng | tốt đẹp; tốt。 |
| 4655 | 優美 | yōuměi | tốt đẹp; đẹp đẽ; tươi đẹp |
| 4656 | 有時 | yǒushí | có lúc; có khi; thỉnh thoảng |
| 4657 | 有效 | yǒuxiào | hữu hiệu; hiệu quả; hiệu nghiệm。 |
| 4658 | 有些 | yǒuxiē | có; có một số;hơi hơi |
| 4659 | 遊行 | yóuxíng | du hành; đi chơi xa |
| 4660 | 優秀 | yōuxiù | ưu tú; xuất sắc (phẩm hạnh, học vấn, thành tích... |
| 4661 | 友誼 | yǒuyí | hữu nghị; tình hữu nghị |
| 4662 | 優越 | yōuyuè | ưu việt; hơn hẳn; cực tốt |
| 4663 | 玉 | yù | Ngọc, họ ngọc: ngọc; đá ngọc; ngọc thạch |
| 4664 | 遇 | yù | Ngộ: tương phùng; gặp mặt; gặp gỡ; tương ngộ; tương hội |
| 4665 | 願 | yuàn | Nguyện: nguyện vọng; mong muốn; mong ước |
| 4666 | 遠大 | yuăndà | rộng lớn; cao xa |
| 4667 | 緣故 | yuángù | duyên cớ; nguyên do |
| 4668 | 原理 | yuánlǐ | nguyên lý; nguyên lý cơ bản |
| 4669 | 原料 | yuánliào | Nguyên liệu |
| 4670 | 圓滿 | yuánmăn | viên mãn: toàn vẹn; hoàn hảo; tốt đẹp; chu đáo; |
| 4671 | 原始 | yuánshǐ | đầu tiên; ban sơ; ban đầu |
| 4672 | 願望 | yuànwàng | nguyện vọng; ý nguyện; ước vọng; mong muốn |
| 4673 | 原先 | yuánxiān | trước kia; ban đầu; thoạt tiên |
| 4674 | 圓形 | yuánxíng | Hình tròn |
| 4675 | 原則 | yuánzé | nguyên tắc; đại thể; cơ bản。 |
| 4676 | 原則上 | yuánzéshàng | Về nguyên tắc |
| 4677 | 原子筆 | yuánzǐbǐ | bút bi |
| 4678 | 預報 | yùbào | Dự báo |
| 4679 | 預定 | yùdìng | dự định; định; dự tính |
| 4680 | 月餅 | yuèbǐng | bánh Trung thu |
| 4681 | 月底 | yuèdǐ | cuối tháng; cuối tháng |
| 4682 | 月份 | yuèfèn | tháng |
| 4683 | 月光 | yuèguāng | ánh trăng; ánh sáng trăng。 |
| 4684 | 約好 | yuēhăo | Đặt một cuộc hẹn; ấn định cuộc hẹn |
| 4685 | 月球 | yuèqiú | mặt trăng |
| 4686 | 樂團 | yuètuán | Dàn nhạc, ban nhạc |
| 4687 | 預計 | yùjì | dự tính; tính trước |
| 4688 | 遇見 | yùjiàn | gặp phải; vấp phải; gặp mặt |
| 4689 | 暈 | yūn | Hôn mê, bất tỉnh |
| 4690 | 運氣 | yùnqì | vận khí công; vận khí; vận mệnh |
| 4691 | 運輸 | yùnshū | vận tải; tải; vận chuyển |
| 4692 | 允許 | yŭnxŭ | cho phép |
| 4693 | 運用 | yùnyòng | vận dụng; áp dụng; sử dụng |
| 4694 | 運轉 | yùnzhuăn | quay quanh; xoay quanh; chuyển vận |
| 4695 | 與其 | yŭqí | thà...; thà ... còn hơn |
| 4696 | 預算 | yùsuàn | dự toán; dự trù; dự thảo (tài chính) |
| 4697 | 預先 | yùxiān | trước; sẵn; sẵn sàng; sớm |
| 4698 | 雨衣 | yŭyī | áo mưa |
| 4699 | 語音 | yŭyīn | ngữ âm |
| 4700 | 砸 | zá | Tạp: đánh; đập; nện |
| 4701 | 雜 | zá | Tạp: lẫn lộn; tạp nham; hỗn tạp |
| 4702 | 載 | zài | Tải, họ tái: đăng; ghi; chở; vận tải; tải |
| 4703 | 再度 | zàidù | Tái độ: lần thứ hai; lại lần nữa |
| 4704 | 在乎 | zàihū | ở; ở chỗ |
| 4705 | 再說 | zàishuō | Tái thuyết: vả lại; hơn nữa |
| 4706 | 在意 | zàiyì | lưu ý; lưu tâm; để ý (thường dùng với hình thức phủ định) |
| 4707 | 在於 | zàiyú | ở chỗ; quyết định ở; do; tuỳ |
| 4708 | 贊成 | zànchéng | Tán thành: |
| 4709 | 葬禮 | zànglǐ | lễ tang, tang lễ |
| 4710 | 咱們 | zánmen | chúng ta; chúng mình |
| 4711 | 造 | zào | Tạo: làm; tạo ra; chế ra |
| 4712 | 糟 | zāo | hỏng việc; yếu; bã; bã rượu |
| 4713 | 早晨 | zăochén | sáng sớm |
| 4714 | 造成 | zàochéng | Tạo thành |
| 4715 | 遭到 | zāodào | gặp phải; chịu đựng |
| 4716 | 早點 | zăodiăn | điểm tâm sáng; cơm sáng |
| 4717 | 造句 | zàojù | đặt câu; tạo câu |
| 4718 | 早期 | zăoqí | lúc đầu; giai đoạn đầu; thời kỳ đầu |
| 4719 | 早日 | zăorì | từ lâu; trước kia |
| 4720 | 遭受 | zāoshòu | gặp; bị; chịu |
| 4721 | 早晚 | zăowăn | sớm tối; lúc nào đó; khi nào |
| 4722 | 早已 | zăoyǐ | từ lâu; sớm đã |
| 4723 | 則 | zé | quy tắc; quy phạm; phép tắc; mẫu mực |
| 4724 | 怎 | zěn | sao; thế nào |
| 4725 | 增長 | zēngzhăng | ăng trưởng; nâng cao; tăng thêm; tăng lên |
| 4726 | 炸 | zhá | chiên; rán |
| 4727 | 窄 | zhăi | Hẹp; chật; chật hẹp |
| 4728 | 占/佔 | zhàn | Chiêm: họ chiêm: chiếm cứ; chiếm giữ; xem quẻ; bói |
| 4729 | 戰場 | zhànchăng | chiến trường |
| 4730 | 展出 | zhănchū | trưng bày; hiển thị |
| 4731 | 章 | zhāng | Chương: họ chương: chương mục; chương bài |
| 4732 | 帳單 | zhàngdān | Phiếu thu chi |
| 4733 | 漲價 | zhàngjià | tăng giá |
| 4734 | 展開 | zhănkāi | triển khai; tiến hành; phát động; bày ra; mở rộng |
| 4735 | 展覽 | zhănlăn | triển lãm; trưng bày |
| 4736 | 展示 | zhănshì | Triển thị: mở ra; bày ra; phơi ra (một cách rõ ràng) |
| 4737 | 占/佔有 | zhànyǒu | chiếm; chiếm giữ; chiếm cứ |
| 4738 | 戰爭 | zhànzhēng | chiến tranh |
| 4739 | 站住 | zhànzhù | Trạm trú: dừng lại; đứng vững; đứng yên; chờ; chờ đợi |
| 4740 | 照常 | zhàocháng | Chiếu thường: như thường; như thường lệ |
| 4741 | 招待 | zhāodài | chiêu đãi; thết đãi; tiếp đãi |
| 4742 | 招呼 | zhāohū | chiêu hô: gọi; kêu; hào hỏi; thăm hỏi; chào |
| 4743 | 召開 | zhàokāi | mời dự họp; triệu tập đến họp; tổ chức |
| 4744 | 招牌 | zhāopái | Chiêu bài: bảng hiệu; tấm biển |
| 4745 | 招手 | zhāoshǒu | Chiêu thủ: vẫy tay; vẫy chào |
| 4746 | 折 | zhé | Chiết: họ thiệt: lộn; lộn nhào; nhào lăn |
| 4747 | 者 | zhě | Giả: người; kẻ; giả; cái (dùng chỉ người, vật hoặc sự việc) |
| 4748 | 折合 | zhéhé | tương đương; ngang với; quy ra; tính ra; tính theo |
| 4749 | 折磨 | zhémó | dằn vặt; giày vò; hành hạ; đày đoạ |
| 4750 | 針 | zhēn | Châm: tiêm; chích; cây kim; kim; kim khâu |
